 18721 18432 36640 448 
 9.000000 0.000000 
 8.813477 0.000000 
 8.628906 0.000000 
 8.446289 0.000000 
 8.265625 0.000000 
 8.086914 0.000000 
 7.910156 0.000000 
 7.735352 0.000000 
 7.562500 0.000000 
 7.391602 0.000000 
 7.222656 0.000000 
 7.055664 0.000000 
 6.890625 0.000000 
 6.727539 0.000000 
 6.566406 0.000000 
 6.407227 0.000000 
 6.250000 0.000000 
 6.094727 0.000000 
 5.941406 0.000000 
 5.790039 0.000000 
 5.640625 0.000000 
 5.493164 0.000000 
 5.347656 0.000000 
 5.204102 0.000000 
 5.062500 0.000000 
 4.922852 0.000000 
 4.785156 0.000000 
 4.649414 0.000000 
 4.515625 0.000000 
 4.383789 0.000000 
 4.253906 0.000000 
 4.125977 0.000000 
 4.000000 0.000000 
 3.875977 0.000000 
 3.753906 0.000000 
 3.633789 0.000000 
 3.515625 0.000000 
 3.399414 0.000000 
 3.285156 0.000000 
 3.172852 0.000000 
 3.062500 0.000000 
 2.954102 0.000000 
 2.847656 0.000000 
 2.743164 0.000000 
 2.640625 0.000000 
 2.540039 0.000000 
 2.441406 0.000000 
 2.344727 0.000000 
 2.250000 0.000000 
 2.157227 0.000000 
 2.066406 0.000000 
 1.977539 0.000000 
 1.890625 0.000000 
 1.805664 0.000000 
 1.722656 0.000000 
 1.641602 0.000000 
 1.562500 0.000000 
 1.485352 0.000000 
 1.410156 0.000000 
 1.336914 0.000000 
 1.265625 0.000000 
 1.196289 0.000000 
 1.128906 0.000000 
 1.063477 0.000000 
 1.000000 0.000000 
 0.938462 -0.007389 
 0.878842 -0.015031 
 0.821143 -0.021933 
 0.765366 -0.028172 
 0.711513 -0.033798 
 0.659585 -0.038845 
 0.609582 -0.043331 
 0.561507 -0.047267 
 0.515360 -0.050656 
 0.471143 -0.053496 
 0.428857 -0.055787 
 0.388507 -0.057526 
 0.350094 -0.058715 
 0.313622 -0.059358 
 0.279095 -0.059461 
 0.246515 -0.059037 
 0.215886 -0.058101 
 0.187211 -0.056672 
 0.160495 -0.054773 
 0.135738 -0.052431 
 0.112944 -0.049673 
 0.092114 -0.046531 
 0.073249 -0.043034 
 0.056349 -0.039213 
 0.041416 -0.035098 
 0.028447 -0.030716 
 0.017444 -0.026089 
 0.008409 -0.021237 
 0.001351 -0.016171 
 -0.003704 -0.010905 
 -0.006718 -0.005482 
 -0.007700 0.000000 
 -0.006718 0.005482 
 -0.003704 0.010905 
 0.001351 0.016171 
 0.008409 0.021237 
 0.017444 0.026089 
 0.028447 0.030716 
 0.041416 0.035098 
 0.056349 0.039213 
 0.073249 0.043034 
 0.092114 0.046531 
 0.112944 0.049673 
 0.135738 0.052431 
 0.160495 0.054773 
 0.187211 0.056672 
 0.215886 0.058101 
 0.246515 0.059037 
 0.279095 0.059461 
 0.313622 0.059358 
 0.350094 0.058715 
 0.388507 0.057526 
 0.428857 0.055787 
 0.471143 0.053496 
 0.515360 0.050656 
 0.561507 0.047267 
 0.609582 0.043331 
 0.659585 0.038845 
 0.711513 0.033798 
 0.765366 0.028172 
 0.821143 0.021933 
 0.878842 0.015031 
 0.938462 0.007389 
 1.000000 0.000000 
 1.063477 0.000000 
 1.128906 0.000000 
 1.196289 0.000000 
 1.265625 0.000000 
 1.336914 0.000000 
 1.410156 0.000000 
 1.485352 0.000000 
 1.562500 0.000000 
 1.641602 0.000000 
 1.722656 0.000000 
